d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,area
629,54031,WV,Hardy County,8,2096,62755
630,21137,KY,Lincoln County,7,5499,104659
631,6081,CA,San Mateo County,1,50438,423970
632,15007,HI,Kauai County,5,5716,28311
633,27057,MN,Hubbard County,7,2677,225163
634,42017,PA,Bucks County,1,40872,119283
635,18129,IN,Posey County,2,2192,94321
636,51810,VA,Virginia Beach city,1,36494,110862
637,39119,OH,Muskingum County,4,12435,116096
638,42103,PA,Pike County,1,5397,119283
639,48505,TX,Zapata County,6,4162,696241
640,47039,TN,Decatur County,9,2164,109247
641,37193,NC,Wilkes County,6,11378,139390
642,53067,WA,Thurston County,3,28354,184827
643,34041,NJ,Warren County,2,8708,22591.4
644,8065,CO,Lake County,7,1093,269837
645,13283,GA,Treutlen County,7,1717,153909
646,13285,GA,Troup County,4,13731,153909
647,31055,NE,Douglas County,2,67359,200520
648,27125,MN,Red Lake County,8,390,225163
649,45009,SC,Bamberg County,7,3885,82931
650,12073,FL,Leon County,2,52124,170304
651,21061,KY,Edmonson County,3,2668,104659
652,48053,TX,Burnet County,6,5181,696241
653,47009,TN,Blount County,2,14401,109247
654,17125,IL,Mason County,6,1996,149998
655,47105,TN,Loudon County,2,5414,109247
656,48393,TX,Roberts County,9,60,696241
657,19073,IA,Greene County,6,998,145746
658,37177,NC,Tyrrell County,9,966,139390
659,21173,KY,Montgomery County,6,4881,104659
660,48115,TX,Dawson County,7,2508,696241
661,5125,AR,Saline County,2,10160,137733
662,48213,TX,Henderson County,4,13151,696241
663,21121,KY,Knox County,7,12097,104659
664,19097,IA,Jackson County,6,2497,145746
665,41033,OR,Josephine County,4,15239,255026
666,35015,NM,Eddy County,5,8674,315194
667,55065,WI,Lafayette County,8,1937,169640
668,29151,MO,Osage County,3,1139,181533
669,29111,MO,Lewis County,9,1590,181533
670,29213,MO,Taney County,6,9006,181533
671,45063,SC,Lexington County,2,33254,82931
672,6077,CA,San Joaquin County,2,105268,423970
673,12105,FL,Polk County,2,106703,170304
674,47035,TN,Cumberland County,7,8841,109247
675,20127,KS,Morris County,9,646,213100
676,48075,TX,Childress County,7,1203,696241
677,42005,PA,Armstrong County,1,9100,119283
678,32033,NV,White Pine County,7,1220,286380
679,12075,FL,Levy County,8,8467,170304
680,37175,NC,Transylvania County,6,5415,139390
681,51790,VA,Staunton city,4,2990,110862
682,21007,KY,Ballard County,9,1277,104659
683,39017,OH,Butler County,1,45165,116096
684,54023,WV,Grant County,6,1737,62755
685,47119,TN,Maury County,4,10204,109247
686,13237,GA,Putnam County,6,3914,153909
687,55117,WI,Sheboygan County,3,7934,169640
688,6059,CA,Orange County,1,348173,423970
689,32029,NV,Storey County,2,316,286380
690,40085,OK,Love County,9,1376,181195
691,17123,IL,Marshall County,2,1144,149998
692,6093,CA,Siskiyou County,7,8109,423970
693,12101,FL,Pasco County,1,66980,170304
694,33005,NH,Cheshire County,4,6078,24214
695,8073,CO,Lincoln County,8,834,269837
696,39105,OH,Meigs County,6,4815,116096
697,48307,TX,McCulloch County,7,1479,696241
698,28083,MS,Leflore County,5,10146,125443
699,48239,TX,Jackson County,6,1966,696241
700,19197,IA,Wright County,7,1578,145746
701,13053,GA,Chattahoochee County,2,1639,153909
702,46099,SD,Minnehaha County,3,18046,964.497168
703,21095,KY,Harlan County,7,9889,104659
704,48113,TX,Dallas County,1,413956,696241
705,40123,OK,Pontotoc County,7,5983,181195
706,51570,VA,Colonial Heights city,1,1819,110862
707,48455,TX,Trinity County,8,2864,696241
708,18055,IN,Greene County,3,5120,94321
709,1015,AL,Calhoun County,3,19057,135765
710,19049,IA,Dallas County,2,4118,145746
711,27065,MN,Kanabec County,6,2064,225163
712,20097,KS,Kiowa County,9,302,213100
713,13069,GA,Coffee County,7,9153,153909
714,53057,WA,Skagit County,3,13787,184827
715,51520,VA,Bristol city,3,3953,110862
716,29057,MO,Dade County,8,1312,181533
717,56045,WY,Weston County,7,734,253348
718,6037,CA,Los Angeles County,1,1629450,423970
719,38083,ND,Sheridan County,9,222,183108
720,8087,CO,Morgan County,6,3221,269837
721,6101,CA,Sutter County,3,16390,423970
722,30069,MT,Petroleum County,9,74,381154
723,21177,KY,Muhlenberg County,6,5732,104659
724,4011,AZ,Greenlee County,7,1144,295234
725,53071,WA,Walla Walla County,4,7906,184827
726,48345,TX,Motley County,8,210,696241
727,55093,WI,Pierce County,1,3153,169640
728,26149,MI,St. Joseph County,4,8948,250493
729,24019,MD,Dorchester County,6,5531,32133
730,21081,KY,Grant County,1,3787,104659
731,54015,WV,Clay County,2,2541,62755
732,48381,TX,Randall County,3,11784,696241
733,29153,MO,Ozark County,9,2315,181533
734,54083,WV,Randolph County,7,4974,62755
735,4025,AZ,Yavapai County,3,29418,295234
736,45055,SC,Kershaw County,2,9941,82931
737,41017,OR,Deschutes County,3,19113,255026
738,21237,KY,Wolfe County,9,2252,104659
739,48087,TX,Collingsworth County,9,584,696241
740,21099,KY,Hart County,8,3998,104659
741,19037,IA,Chickasaw County,6,1303,145746
742,28145,MS,Union County,7,3655,125443
743,48285,TX,Lavaca County,6,2418,696241
744,6091,CA,Sierra County,8,419,423970
745,24021,MD,Frederick County,1,16793,32133
746,29043,MO,Christian County,2,8921,181533
747,46105,SD,Perkins County,9,374,964.497168
748,31147,NE,Richardson County,7,973,200520
749,32017,NV,Lincoln County,8,675,286380
750,21077,KY,Gallatin County,1,1238,104659
751,29053,MO,Cooper County,6,2362,181533
752,37159,NC,Rowan County,4,22283,139390
753,22041,LA,Franklin Parish,7,5728,1302.15171
754,24029,MD,Kent County,6,2565,32133
755,30037,MT,Golden Valley County,8,147,381154
756,28053,MS,Humphreys County,7,3268,125443
757,54011,WV,Cabell County,2,20129,62755
758,33017,NH,Strafford County,1,9094,24214
759,13167,GA,Johnson County,9,2277,153909
760,51051,VA,Dickenson County,9,3684,110862
761,28105,MS,Oktibbeha County,5,12741,125443
762,20015,KS,Butler County,2,5745,213100
763,42037,PA,Columbia County,4,8349,119283
764,48339,TX,Montgomery County,1,59836,696241
765,51167,VA,Russell County,6,4584,110862
766,38101,ND,Ward County,5,5903,183108
767,49043,UT,Summit County,2,2412,219653
768,6063,CA,Plumas County,7,2312,423970
769,1025,AL,Clarke County,7,6977,135765
770,54099,WV,Wayne County,2,8651,62755
771,13083,GA,Dade County,2,2377,153909
772,48325,TX,Medina County,1,6746,696241
773,46117,SD,Stanley County,9,237,964.497168
774,37003,NC,Alexander County,2,5401,139390
775,28107,MS,Panola County,6,7699,125443
776,18101,IN,Martin County,6,1241,94321
777,48493,TX,Wilson County,1,4958,696241
778,51075,VA,Goochland County,1,1393,110862
779,38023,ND,Divide County,9,231,183108
780,19023,IA,Butler County,8,1416,145746
781,37085,NC,Harnett County,4,20400,139390
782,34007,NJ,Camden County,1,60385,22591.4
783,13259,GA,Stewart County,8,1634,153909
784,17111,IL,McHenry County,1,22253,149998
785,17017,IL,Cass County,6,1708,149998
786,55121,WI,Trempealeau County,8,2391,169640
787,48109,TX,Culberson County,9,516,696241
788,48263,TX,Kent County,9,83,696241
789,38019,ND,Cavalier County,9,364,183108
790,55013,WI,Burnett County,8,2068,169640
791,13277,GA,Tift County,4,8669,153909
792,19169,IA,Story County,3,16340,145746
793,31067,NE,Gage County,6,2430,200520
794,16057,ID,Latah County,4,6326,216699
795,55041,WI,Forest County,9,1409,169640
796,51079,VA,Greene County,3,1618,110862
797,25021,MA,Norfolk County,1,41497,27336
798,39121,OH,Noble County,6,1744,116096
799,19093,IA,Ida County,8,696,145746
800,36117,NY,Wayne County,1,9296,141300
801,29205,MO,Shelby County,9,977,181533
802,5035,AR,Crittenden County,1,12314,137733
803,40113,OK,Osage County,2,7139,181195
804,6079,CA,San Luis Obispo County,3,29345,423970
805,54107,WV,Wood County,3,14510,62755
806,12087,FL,Monroe County,4,8801,170304
807,21209,KY,Scott County,2,5400,104659
808,48495,TX,Winkler County,6,1164,696241
809,44007,RI,Providence County,1,96214,3144.245565
810,37005,NC,Alleghany County,9,2203,139390
811,48183,TX,Gregg County,3,20929,696241
812,8039,CO,Elbert County,1,1516,269837
813,51179,VA,Stafford County,1,7935,110862
814,46095,SD,Mellette County,9,676,964.497168
815,40073,OK,Kingfisher County,6,1605,181195
816,48197,TX,Hardeman County,7,692,696241
817,21111,KY,Jefferson County,1,111467,104659
818,54043,WV,Lincoln County,2,5101,62755
819,48005,TX,Angelina County,5,16085,696241
820,26019,MI,Benzie County,9,1876,250493
821,40103,OK,Noble County,6,1499,181195
822,30065,MT,Musselshell County,8,790,381154
823,51061,VA,Fauquier County,1,3978,110862
824,47029,TN,Cocke County,6,8448,109247
825,13151,GA,Henry County,1,21101,153909
826,13163,GA,Jefferson County,6,3867,153909
827,50017,VT,Orange County,9,2986,24923
828,48253,TX,Jones County,3,3138,696241
829,31019,NE,Buffalo County,5,5287,200520
830,28023,MS,Clarke County,9,3296,125443
831,12133,FL,Washington County,6,5026,170304
832,38057,ND,Mercer County,6,561,183108
833,38009,ND,Bottineau County,9,701,183108
834,35045,NM,San Juan County,3,19749,315194
835,19111,IA,Lee County,5,4643,145746
836,49027,UT,Millard County,7,1407,219653
837,48255,TX,Karnes County,6,2677,696241
838,45011,SC,Barnwell County,6,4789,82931
839,37129,NC,New Hanover County,2,37472,139390
840,1119,AL,Sumter County,8,3933,135765
841,37123,NC,Montgomery County,6,5655,139390
842,51067,VA,Franklin County,2,7192,110862
843,27155,MN,Traverse County,9,414,225163
844,29181,MO,Ripley County,9,3776,181533
845,47099,TN,Lawrence County,6,7076,109247
846,46087,SD,McCook County,3,545,964.497168
847,21073,KY,Franklin County,4,6708,104659
848,17137,IL,Morgan County,4,4962,149998
849,53011,WA,Clark County,1,41909,184827
850,19125,IA,Marion County,6,2725,145746
851,15003,HI,Honolulu County,2,81341,28311
852,26147,MI,St. Clair County,1,21781,250493
853,47143,TN,Rhea County,6,5739,109247
854,26155,MI,Shiawassee County,4,8106,250493
855,37145,NC,Person County,2,5962,139390
856,20135,KS,Ness County,9,325,213100
857,20189,KS,Stevens County,7,551,213100
858,48035,TX,Bosque County,6,2797,696241
859,40005,OK,Atoka County,7,2596,181195
860,51740,VA,Portsmouth city,1,16775,110862
861,35021,NM,Harding County,9,95,315194
862,54079,WV,Putnam County,2,6090,62755
863,36105,NY,Sullivan County,4,12240,141300
864,28061,MS,Jasper County,9,3748,125443
865,48033,TX,Borden County,9,67,696241
866,36075,NY,Oswego County,2,19549,141300
867,21141,KY,Logan County,6,4581,104659
868,13109,GA,Evans County,6,2500,153909
869,23005,ME,Cumberland County,2,28431,91646
870,6113,CA,Yolo County,1,39303,423970
871,19193,IA,Woodbury County,3,13318,145746
872,22015,LA,Bossier Parish,2,20555,1302.15171
873,5007,AR,Benton County,2,23131,137733
874,39041,OH,Delaware County,1,9083,116096
875,18181,IN,White County,6,2571,94321
876,40059,OK,Harper County,9,388,181195
877,5115,AR,Pope County,5,10433,137733
878,8097,CO,Pitkin County,7,1227,269837
879,22101,LA,St. Mary Parish,4,11371,1302.15171
880,8025,CO,Crowley County,8,1471,269837
881,23013,ME,Knox County,7,4376,91646
882,46097,SD,Miner County,8,272,964.497168
883,37061,NC,Duplin County,6,12418,139390
884,18153,IN,Sullivan County,3,2640,94321
885,19009,IA,Audubon County,8,616,145746
886,51141,VA,Patrick County,8,3151,110862
887,40091,OK,McIntosh County,6,4133,181195
888,48349,TX,Navarro County,4,8491,696241
889,21163,KY,Meade County,1,3716,104659
890,27171,MN,Wright County,1,6912,225163
891,29137,MO,Monroe County,9,1298,181533
892,48235,TX,Irion County,3,125,696241
893,22013,LA,Bienville Parish,6,3171,1302.15171
894,21085,KY,Grayson County,6,5585,104659
895,38037,ND,Grant County,8,367,183108
896,51113,VA,Madison County,8,1444,110862
897,19129,IA,Mills County,2,1276,145746
898,21049,KY,Clark County,2,5618,104659
899,51173,VA,Smyth County,6,5485,110862
900,13161,GA,Jeff Davis County,7,3508,153909
901,20195,KS,Trego County,9,309,213100
902,30003,MT,Big Horn County,6,3368,381154
903,5103,AR,Ouachita County,7,5849,137733
904,56017,WY,Hot Springs County,7,624,253348
905,39083,OH,Knox County,4,7294,116096
906,51171,VA,Shenandoah County,6,4592,110862
907,17177,IL,Stephenson County,4,6916,149998
908,36077,NY,Otsego County,6,8124,141300
909,23015,ME,Lincoln County,8,3818,91646
910,6115,CA,Yuba County,3,12288,423970
911,46125,SD,Turner County,3,752,964.497168
912,48001,TX,Anderson County,5,9044,696241
913,8009,CO,Baca County,9,702,269837
914,4017,AZ,Navajo County,4,30379,295234
915,12001,FL,Alachua County,3,55990,170304
916,21039,KY,Carlisle County,9,693,104659
917,22089,LA,St. Charles Parish,1,6812,1302.15171
918,20141,KS,Osborne County,9,501,213100
919,53035,WA,Kitsap County,3,25729,184827
920,8043,CO,Fremont County,4,6861,269837
921,21175,KY,Morgan County,7,3109,104659
922,36001,NY,Albany County,2,35585,141300
923,6029,CA,Kern County,2,190993,423970
924,37165,NC,Scotland County,6,9033,139390
925,22021,LA,Caldwell Parish,8,2144,1302.15171
926,37077,NC,Granville County,6,8403,139390
927,5147,AR,Woodruff County,9,1712,137733
928,19103,IA,Johnson County,3,23460,145746
929,19119,IA,Lyon County,8,840,145746
930,47013,TN,Campbell County,6,9398,109247
931,29189,MO,St. Louis County,1,90126,181533
932,21029,KY,Bullitt County,1,8144,104659
933,12053,FL,Hernando County,1,27794,170304
934,23007,ME,Franklin County,6,4111,91646
935,32007,NV,Elko County,5,5329,286380
936,18115,IN,Ohio County,1,590,94321
937,24001,MD,Allegany County,3,11090,32133
938,17147,IL,Piatt County,3,1115,149998
939,13199,GA,Meriwether County,1,4417,153909
940,19041,IA,Clay County,7,1457,145746
941,42007,PA,Beaver County,1,15998,119283
942,40129,OK,Roger Mills County,9,469,181195
943,36121,NY,Wyoming County,6,3701,141300
944,48065,TX,Carson County,3,519,696241
945,16009,ID,Benewah County,6,1624,216699
946,29123,MO,Madison County,7,2193,181533
947,19001,IA,Adair County,8,740,145746
948,51043,VA,Clarke County,1,1115,110862
949,39055,OH,Geauga County,1,5451,116096
950,18103,IN,Miami County,6,5100,94321
951,48021,TX,Bastrop County,1,10632,696241
952,48305,TX,Lynn County,6,1010,696241
953,51117,VA,Mecklenburg County,7,4759,110862
954,40011,OK,Blaine County,6,1682,181195
955,55061,WI,Kewaunee County,2,1526,169640
956,20193,KS,Thomas County,7,787,213100
957,41043,OR,Linn County,4,15975,255026
958,29021,MO,Buchanan County,3,14999,181533
959,8015,CO,Chaffee County,7,2009,269837
960,19177,IA,Van Buren County,9,1047,145746
961,53075,WA,Whitman County,4,11027,184827
962,26053,MI,Gogebic County,7,2809,250493
963,51069,VA,Frederick County,3,5677,110862
964,17075,IL,Iroquois County,6,3688,149998
965,12067,FL,Lafayette County,8,1609,170304
966,8077,CO,Mesa County,3,21922,269837
967,45071,SC,Newberry County,6,6967,82931
968,56013,WY,Fremont County,7,6616,253348
969,17133,IL,Monroe County,1,1599,149998
970,29133,MO,Mississippi County,7,3384,181533
971,46011,SD,Brookings County,7,4307,964.497168
972,20051,KS,Ellis County,5,3453,213100
973,48463,TX,Uvalde County,7,6761,696241
974,48383,TX,Reagan County,6,423,696241
975,26029,MI,Charlevoix County,7,2981,250493
976,20059,KS,Franklin County,1,2987,213100
977,37021,NC,Buncombe County,2,33631,139390
978,17087,IL,Johnson County,7,1594,149998
979,21221,KY,Trigg County,3,2046,104659
980,13129,GA,Gordon County,6,9020,153909
981,17057,IL,Fulton County,6,4807,149998
982,30081,MT,Ravalli County,6,5773,381154
983,24009,MD,Calvert County,1,5282,32133
984,28133,MS,Sunflower County,5,7874,125443
985,26057,MI,Gratiot County,6,6742,250493
986,31179,NE,Wayne County,6,997,200520
987,19123,IA,Mahaska County,7,2640,145746
988,48311,TX,McMullen County,8,95,696241
989,16005,ID,Bannock County,3,13780,216699
990,37163,NC,Sampson County,6,12114,139390
991,21047,KY,Christian County,3,13938,104659
992,21133,KY,Letcher County,9,7113,104659
993,8047,CO,Gilpin County,1,440,269837
994,38017,ND,Cass County,3,18151,183108
995,47085,TN,Humphreys County,6,3318,109247
996,38051,ND,McIntosh County,9,309,183108
997,12079,FL,Madison County,6,5205,170304
998,19039,IA,Clarke County,6,1061,145746
999,6055,CA,Napa County,3,10958,423970
1000,17049,IL,Effingham County,7,3709,149998
1001,26007,MI,Alpena County,7,4365,250493
1002,47171,TN,Unicoi County,3,3006,109247
1003,31035,NE,Clay County,9,681,200520
1004,29097,MO,Jasper County,3,20301,181533
1005,26079,MI,Kalkaska County,7,2612,250493
1006,37113,NC,Macon County,7,5585,139390
1007,40109,OK,Oklahoma County,1,124834,181195
1008,1115,AL,St. Clair County,1,10352,135765
1009,26091,MI,Lenawee County,4,11641,250493
1010,19057,IA,Des Moines County,5,6300,145746
1011,42123,PA,Warren County,6,6007,119283
1012,16033,ID,Clark County,8,141,216699
1013,49047,UT,Uintah County,7,4094,219653
1014,6097,CA,Sonoma County,2,46604,423970
1015,48221,TX,Hood County,4,5754,696241
1016,37047,NC,Columbus County,6,13110,139390
1017,31007,NE,Banner County,9,100,200520
1018,13317,GA,Wilkes County,6,2213,153909
1019,27135,MN,Roseau County,7,1204,225163
1020,24013,MD,Carroll County,1,8990,32133
1021,42101,PA,Philadelphia County,1,384148,119283
1022,51670,VA,Hopewell city,1,4630,110862
1023,22085,LA,Sabine Parish,6,4352,1302.15171
1024,16031,ID,Cassia County,7,3282,216699
1025,18033,IN,De Kalb County,4,3780,94321
1026,35043,NM,Sandoval County,2,20441,315194
1027,13087,GA,Decatur County,6,7716,153909
1028,17117,IL,Macoupin County,1,5962,149998
1029,36095,NY,Schoharie County,2,3802,141300
1030,27017,MN,Carlton County,2,3469,225163
1031,48151,TX,Fisher County,8,597,696241
1032,29029,MO,Camden County,7,7385,181533
1033,21037,KY,Campbell County,1,11120,104659
1034,17063,IL,Grundy County,1,3936,149998
1035,27045,MN,Fillmore County,8,2535,225163
1036,16017,ID,Bonner County,6,6476,216699
1037,49037,UT,San Juan County,7,5138,219653
1038,34031,NJ,Passaic County,1,85671,22591.4
1039,21023,KY,Bracken County,1,1386,104659
1040,27099,MN,Mower County,4,5104,225163
1041,30101,MT,Toole County,7,712,381154
1042,51119,VA,Middlesex County,8,1469,110862
1043,56015,WY,Goshen County,7,1776,253348
1044,51121,VA,Montgomery County,3,18030,110862
1045,13119,GA,Franklin County,8,4614,153909
1046,13257,GA,Stephens County,7,5212,153909
1047,17001,IL,Adams County,5,8223,149998
1048,27019,MN,Carver County,1,4225,225163
1049,17121,IL,Marion County,4,5891,149998
1050,30091,MT,Sheridan County,9,379,381154
1051,40077,OK,Latimer County,7,2062,181195
1052,27003,MN,Anoka County,1,23240,225163
1053,51103,VA,Lancaster County,9,1514,110862
1054,36019,NY,Clinton County,5,10701,141300
1055,17083,IL,Jersey County,1,2369,149998
1056,28001,MS,Adams County,5,9045,125443
1057,13205,GA,Mitchell County,6,6032,153909
1058,48107,TX,Crosby County,3,1425,696241
1059,48333,TX,Mills County,9,750,696241
1060,25001,MA,Barnstable County,3,15972,27336
1061,42015,PA,Bradford County,6,6904,119283
1062,38081,ND,Sargent County,9,296,183108
1063,31133,NE,Pawnee County,9,400,200520
1064,19147,IA,Palo Alto County,7,899,145746
1065,13301,GA,Warren County,8,1511,153909
1066,48199,TX,Hardin County,2,6001,696241
1067,1099,AL,Monroe County,7,5472,135765
1068,19151,IA,Pocahontas County,9,792,145746
1069,18057,IN,Hamilton County,1,14927,94321
1070,48397,TX,Rockwall County,1,4845,696241
1071,28055,MS,Issaquena County,9,409,125443
1072,46005,SD,Beadle County,7,2484,964.497168
1073,28093,MS,Marshall County,1,7772,125443
1074,41051,OR,Multnomah County,1,111262,255026
1075,51139,VA,Page County,6,3833,110862
1076,28073,MS,Lamar County,3,7614,125443
1077,45061,SC,Lee County,6,4443,82931
1078,46003,SD,Aurora County,9,275,964.497168
1079,27137,MN,St. Louis County,2,28177,225163
1080,31059,NE,Fillmore County,9,540,200520
1081,34019,NJ,Hunterdon County,1,5431,22591.4
1082,42013,PA,Blair County,3,16430,119283
1083,48473,TX,Waller County,1,7591,696241
1084,30099,MT,Teton County,8,824,381154
1085,8115,CO,Sedgwick County,9,352,269837
1086,53029,WA,Island County,4,7577,184827
1087,31093,NE,Howard County,9,663,200520
1088,20153,KS,Rawlins County,9,310,213100
1089,27011,MN,Big Stone County,9,584,225163
1090,30041,MT,Hill County,7,3140,381154
1091,24043,MD,Washington County,3,18771,32133
1092,12071,FL,Lee County,2,91333,170304
1093,27147,MN,Steele County,5,3315,225163
1094,17109,IL,McDonough County,5,5470,149998
1095,47145,TN,Roane County,4,7416,109247
1096,40083,OK,Logan County,1,6510,181195
1097,17161,IL,Rock Island County,2,21769,149998
1098,27139,MN,Scott County,1,7784,225163
1099,47125,TN,Montgomery County,3,24640,109247
1100,51057,VA,Essex County,8,1439,110862
1101,54085,WV,Ritchie County,8,1764,62755
1102,47129,TN,Morgan County,6,4368,109247
1103,51143,VA,Pittsylvania County,3,8211,110862
1104,51045,VA,Craig County,2,648,110862
1105,19007,IA,Appanoose County,7,2304,145746
1106,51013,VA,Arlington County,1,17151,110862
1107,5069,AR,Jefferson County,3,15094,137733
1108,19011,IA,Benton County,3,1975,145746
1109,45049,SC,Hampton County,6,4104,82931
1110,40013,OK,Bryan County,6,7519,181195
1111,18047,IN,Franklin County,1,2414,94321
1112,41003,OR,Benton County,3,15546,255026
1113,51590,VA,Danville city,3,9003,110862
1114,31073,NE,Gosper County,9,189,200520
1115,55025,WI,Dane County,2,56594,169640
1116,17059,IL,Gallatin County,8,1061,149998
1117,13051,GA,Chatham County,2,45636,153909
1118,48067,TX,Cass County,6,5206,696241
1119,51036,VA,Charles City County,1,877,110862
1120,24003,MD,Anne Arundel County,1,38816,32133
1121,31165,NE,Sioux County,9,192,200520
1122,34003,NJ,Bergen County,1,63789,22591.4
1123,13235,GA,Pulaski County,6,2505,153909
1124,12057,FL,Hillsborough County,1,203350,170304
1125,46047,SD,Fall River County,7,862,964.497168
1126,46045,SD,Edmunds County,9,377,964.497168
1127,18183,IN,Whitley County,2,2954,94321
1128,30057,MT,Madison County,9,877,381154
1129,9001,CT,Fairfield County,2,79966,14357
1130,36031,NY,Essex County,6,4532,141300
1131,17151,IL,Pope County,9,720,149998
1132,35027,NM,Lincoln County,7,3500,315194
1133,30045,MT,Judith Basin County,8,259,381154
1134,29221,MO,Washington County,1,5186,181533
1135,30053,MT,Lincoln County,7,3550,381154
1136,2185,AK,North Slope Borough,7,1132,1717856
1137,45021,SC,Cherokee County,4,10318,82931
1138,20119,KS,Meade County,9,444,213100
1139,20159,KS,Rice County,7,1167,213100
1140,19117,IA,Lucas County,6,1268,145746
1141,29001,MO,Adair County,7,5343,181533
1142,48281,TX,Lampasas County,2,2793,696241
1143,48503,TX,Young County,6,2599,696241
1144,28025,MS,Clay County,7,4657,125443
1145,8101,CO,Pueblo County,3,32053,269837
1146,37199,NC,Yancey County,8,3350,139390
1147,26021,MI,Berrien County,3,25215,250493
1148,17031,IL,Cook County,1,770091,149998
1149,55069,WI,Lincoln County,6,2712,169640
1150,20069,KS,Gray County,9,487,213100
1151,37139,NC,Pasquotank County,7,6395,139390
1152,35041,NM,Roosevelt County,7,4006,315194
1153,21225,KY,Union County,6,2723,104659
1154,21203,KY,Rockcastle County,7,3991,104659
1155,46137,SD,Ziebach County,9,1223,964.497168
1156,51820,VA,Waynesboro city,4,3167,110862
1157,19077,IA,Guthrie County,2,1036,145746
1158,48135,TX,Ector County,3,21548,696241
1159,21027,KY,Breckinridge County,8,3386,104659
1160,42049,PA,Erie County,2,41331,119283
1161,1037,AL,Coosa County,8,1801,135765
1162,45087,SC,Union County,6,5756,82931
1163,22037,LA,East Feliciana Parish,2,3459,1302.15171
1164,27073,MN,Lac qui Parle County,9,635,225163
1165,35053,NM,Socorro County,6,4181,315194
1166,48071,TX,Chambers County,1,3646,696241
1167,37087,NC,Haywood County,2,9545,139390
1168,55051,WI,Iron County,9,809,169640
1169,36021,NY,Columbia County,6,7519,141300
1170,54109,WV,Wyoming County,7,5155,62755
1171,39161,OH,Van Wert County,6,2489,116096
1172,29065,MO,Dent County,7,2995,181533
1173,21045,KY,Casey County,9,4260,104659
1174,12091,FL,Okaloosa County,3,21032,170304
1175,48321,TX,Matagorda County,4,6392,696241
1176,51760,VA,Richmond city,1,55062,110862
1177,40131,OK,Rogers County,2,8185,181195
1178,26001,MI,Alcona County,9,1657,250493
1179,28039,MS,George County,3,3714,125443
1180,31185,NE,York County,7,1357,200520
1181,12061,FL,Indian River County,3,18518,170304
1182,20209,KS,Wyandotte County,1,31432,213100
1183,28015,MS,Carroll County,9,1719,125443
1184,37029,NC,Camden County,8,902,139390
1185,28147,MS,Walthall County,9,3476,125443
1186,26077,MI,Kalamazoo County,2,42141,250493
1187,5015,AR,Carroll County,6,4684,137733
1188,39139,OH,Richland County,3,17904,116096
1189,38049,ND,McHenry County,9,641,183108
1190,32023,NV,Nye County,6,6724,286380
1191,2188,AK,Northwest Arctic Borough,7,2114,1717856
1192,40079,OK,Le Flore County,2,10398,181195
1193,17159,IL,Richland County,7,2235,149998
1194,21055,KY,Crittenden County,6,1660,104659
1195,5045,AR,Faulkner County,2,18782,137733
1196,50027,VT,Windsor County,7,5479,24923
1197,45051,SC,Horry County,3,47767,82931
1198,20019,KS,Chautauqua County,9,574,213100
1199,38059,ND,Morton County,3,2679,183108
1200,9009,CT,New Haven County,2,94687,14357
1201,13003,GA,Atkinson County,9,2176,153909
1202,38091,ND,Steele County,8,162,183108
1203,40093,OK,Major County,9,925,181195
1204,39043,OH,Erie County,3,9171,116096
1205,13091,GA,Dodge County,7,4730,153909
1206,13229,GA,Pierce County,6,3282,153909
1207,32001,NV,Churchill County,6,3371,286380
1208,24045,MD,Wicomico County,3,17634,32133
1209,48229,TX,Hudspeth County,8,848,696241
1210,42133,PA,York County,2,42508,119283
1211,27169,MN,Winona County,4,5416,225163
1212,28095,MS,Monroe County,7,6869,125443
1213,8071,CO,Las Animas County,7,2869,269837
1214,13219,GA,Oconee County,3,2480,153909
1215,27109,MN,Olmsted County,3,13027,225163
1216,17203,IL,Woodford County,2,2515,149998
1217,28129,MS,Smith County,8,2990,125443
1218,48225,TX,Houston County,7,4437,696241
1219,47097,TN,Lauderdale County,6,6025,109247
1220,27031,MN,Cook County,9,526,225163
1221,45005,SC,Allendale County,6,3013,82931
1222,48301,TX,Loving County,9,15,696241
1223,21143,KY,Lyon County,8,1152,104659
1224,5025,AR,Cleveland County,3,1295,137733
1225,21075,KY,Fulton County,7,1712,104659
1226,56025,WY,Natrona County,3,8244,253348
1227,8083,CO,Montezuma County,6,4031,269837
1228,56021,WY,Laramie County,3,9697,253348
1229,47049,TN,Fentress County,9,3812,109247
1230,20173,KS,Sedgwick County,2,75334,213100
1231,26107,MI,Mecosta County,6,8248,250493
1232,48413,TX,Schleicher County,8,503,696241
1233,34023,NJ,Middlesex County,1,69642,22591.4
1234,5099,AR,Nevada County,7,1680,137733
1235,9003,CT,Hartford County,1,95010,14357
1236,55078,WI,Menominee County,8,1214,169640
1237,48309,TX,McLennan County,3,44099,696241
1238,42001,PA,Adams County,4,9218,119283
1239,48091,TX,Comal County,1,11496,696241
1240,45075,SC,Orangeburg County,4,19239,82931
1241,29081,MO,Harrison County,7,1520,181533
1242,16061,ID,Lewis County,8,611,216699
1243,51095,VA,James City County,1,4739,110862
1244,48351,TX,Newton County,8,3023,696241
1245,48459,TX,Upshur County,3,6235,696241
1246,29199,MO,Scotland County,9,778,181533
1247,41001,OR,Baker County,7,2762,255026
1248,19121,IA,Madison County,2,1218,145746
