d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,area
636,51810,VA,Virginia Beach city,1,36494,
637,39119,OH,Muskingum County,4,12435,1742
638,42103,PA,Pike County,1,5397,2043
639,48505,TX,Zapata County,6,4162,2740
640,47039,TN,Decatur County,9,2164,893
641,37193,NC,Wilkes County,6,11378,757
642,53067,WA,Thurston County,3,28354,2004
643,34041,NJ,Warren County,2,8708,2413
644,8065,CO,Lake County,7,1093,3443
645,13283,GA,Treutlen County,7,1717,524
646,13285,GA,Troup County,4,13731,1155
647,31055,NE,Douglas County,2,67359,13297
648,27125,MN,Red Lake County,8,390,1120
649,45009,SC,Bamberg County,7,3885,1024
650,12073,FL,Leon County,2,52124,2798
651,21061,KY,Edmonson County,3,2668,798
652,48053,TX,Burnet County,6,5181,2644
653,47009,TN,Blount County,2,14401,1468
654,17125,IL,Mason County,6,1996,1152
655,47105,TN,Loudon County,2,5414,641
656,48393,TX,Roberts County,9,60,2941
657,19073,IA,Greene County,6,998,1616
658,37177,NC,Tyrrell County,9,966,1555
659,21173,KY,Montgomery County,6,4881,1313
660,48115,TX,Dawson County,7,2508,6172
661,5125,AR,Saline County,2,10160,1892
662,48213,TX,Henderson County,4,13151,971
663,21121,KY,Knox County,7,12097,2958
664,19097,IA,Jackson County,6,2497,7257
665,41033,OR,Josephine County,4,15239,4252
666,35015,NM,Eddy County,5,8674,10872
667,55065,WI,Lafayette County,8,1937,1655
668,29151,MO,Osage County,3,1139,5967
669,29111,MO,Lewis County,9,1590,6310
670,29213,MO,Taney County,6,9006,1687
671,45063,SC,Lexington County,2,33254,1963
672,6077,CA,San Joaquin County,2,105268,3694
673,12105,FL,Polk County,2,106703,5174
674,47035,TN,Cumberland County,7,8841,3152
675,20127,KS,Morris County,9,646,1247
676,48075,TX,Childress County,7,1203,1848
677,42005,PA,Armstrong County,1,9100,1721
678,32033,NV,White Pine County,7,1220,
679,12075,FL,Levy County,8,8467,3658
680,37175,NC,Transylvania County,6,5415,986
681,51790,VA,Staunton city,4,2990,
682,21007,KY,Ballard County,9,1277,709
683,39017,OH,Butler County,1,45165,1218
684,54023,WV,Grant County,6,1737,11731
685,47119,TN,Maury County,4,10204,1594
686,13237,GA,Putnam County,6,3914,2142
687,55117,WI,Sheboygan County,3,7934,3292
688,6059,CA,Orange County,1,348173,2455
689,32029,NV,Storey County,2,316,683
690,40085,OK,Love County,9,1376,1378
691,17123,IL,Marshall County,2,1144,1614
692,6093,CA,Siskiyou County,7,8109,16440
693,12101,FL,Pasco County,1,66980,2248
694,33005,NH,Cheshire County,4,6078,1888
695,8073,CO,Lincoln County,8,834,27549
696,39105,OH,Meigs County,6,4815,561
697,48307,TX,McCulloch County,7,1479,2780
698,28083,MS,Leflore County,5,10146,4165
699,48239,TX,Jackson County,6,1966,7257
700,19197,IA,Wright County,7,1578,714
701,13053,GA,Chattahoochee County,2,1639,651
702,46099,SD,Minnehaha County,3,18046,2107
703,21095,KY,Harlan County,7,9889,1212
704,48113,TX,Dallas County,1,413956,2353
705,40123,OK,Pontotoc County,7,5983,1879
706,51570,VA,Colonial Heights city,1,1819,20.238333
707,48455,TX,Trinity County,8,2864,8307
708,18055,IN,Greene County,3,5120,1616
709,1015,AL,Calhoun County,3,19057,1861
710,19049,IA,Dallas County,2,4118,2353
711,27065,MN,Kanabec County,6,2064,1381
712,20097,KS,Kiowa County,9,302,2669
713,13069,GA,Coffee County,7,9153,1762
714,53057,WA,Skagit County,3,13787,4974
715,51520,VA,Bristol city,3,3953,
716,29057,MO,Dade County,8,1312,6297
717,56045,WY,Weston County,7,734,6216
718,6037,CA,Los Angeles County,1,1629450,12308
719,38083,ND,Sheridan County,9,222,6545
720,8087,CO,Morgan County,6,3221,1552
721,6101,CA,Sutter County,3,16390,1576
722,30069,MT,Petroleum County,9,74,4336
723,21177,KY,Muhlenberg County,6,5732,1242
724,4011,AZ,Greenlee County,7,1144,4787
725,53071,WA,Walla Walla County,4,7906,3364
726,48345,TX,Motley County,8,210,2564
727,55093,WI,Pierce County,1,3153,4679
728,26149,MI,St. Joseph County,4,8948,1194
729,24019,MD,Dorchester County,6,5531,2546
730,21081,KY,Grant County,1,3787,11731
731,54015,WV,Clay County,2,2541,571
732,48381,TX,Randall County,3,11784,2389
733,29153,MO,Ozark County,9,2315,1956
734,54083,WV,Randolph County,7,4974,2693
735,4025,AZ,Yavapai County,3,29418,21051
736,45055,SC,Kershaw County,2,9941,1916.602
737,41017,OR,Deschutes County,3,19113,7912
738,21237,KY,Wolfe County,9,2252,577
739,48087,TX,Collingsworth County,9,584,2380
740,21099,KY,Hart County,8,3998,1082
741,19037,IA,Chickasaw County,6,1303,1306
742,28145,MS,Union County,7,3655,5280
743,48285,TX,Lavaca County,6,2418,2513
744,6091,CA,Sierra County,8,419,10972
745,24021,MD,Frederick County,1,16793,1728
746,29043,MO,Christian County,2,8921,1461
747,46105,SD,Perkins County,9,374,7487
748,31147,NE,Richardson County,7,973,1440
749,32017,NV,Lincoln County,8,675,27549
750,21077,KY,Gallatin County,1,1238,6816
751,29053,MO,Cooper County,6,2362,1477
752,37159,NC,Rowan County,4,22283,741
753,22041,LA,Franklin Parish,7,5728,1646
754,24029,MD,Kent County,6,2565,2259
755,30037,MT,Golden Valley County,8,147,2596
756,28053,MS,Humphreys County,7,3268,1442
757,54011,WV,Cabell County,2,20129,746
758,33017,NH,Strafford County,1,9094,994
759,13167,GA,Johnson County,9,2277,10812
760,51051,VA,Dickenson County,9,3684,864
761,28105,MS,Oktibbeha County,5,12741,1196
762,20015,KS,Butler County,2,5745,1218
763,42037,PA,Columbia County,4,8349,1783
764,48339,TX,Montgomery County,1,59836,1313
765,51167,VA,Russell County,6,4584,1235
766,38101,ND,Ward County,5,5903,2056
767,49043,UT,Summit County,2,2412,4874
768,6063,CA,Plumas County,7,2312,6769
769,1025,AL,Clarke County,7,6977,3244
770,54099,WV,Wayne County,2,8651,1741
771,13083,GA,Dade County,2,2377,6297
772,48325,TX,Medina County,1,6746,3456
773,46117,SD,Stanley County,9,237,3929
774,37003,NC,Alexander County,2,5401,654
775,28107,MS,Panola County,6,7699,1826
776,18101,IN,Martin County,6,1241,1890
777,48493,TX,Wilson County,1,4958,583
778,51075,VA,Goochland County,1,1393,751
779,38023,ND,Divide County,9,231,3352
780,19023,IA,Butler County,8,1416,1218
781,37085,NC,Harnett County,4,20400,1557
782,34007,NJ,Camden County,1,60385,1836
783,13259,GA,Stewart County,8,1634,1277
784,17111,IL,McHenry County,1,22253,1563
785,17017,IL,Cass County,6,1708,6253
786,55121,WI,Trempealeau County,8,2391,1922
787,48109,TX,Culberson County,9,516,9875
788,48263,TX,Kent County,9,83,2259
789,38019,ND,Cavalier County,9,364,3911
790,55013,WI,Burnett County,8,2068,2280
791,13277,GA,Tift County,4,8669,696
792,19169,IA,Story County,3,16340,1486
793,31067,NE,Gage County,6,2430,2227
794,16057,ID,Latah County,4,6326,2789
795,55041,WI,Forest County,9,1409,2710
796,51079,VA,Greene County,3,1618,1616
797,25021,MA,Norfolk County,1,41497,1150
798,39121,OH,Noble County,6,1744,1082
799,19093,IA,Ida County,8,696,1119
800,36117,NY,Wayne County,1,9296,1741
801,29205,MO,Shelby County,9,977,2030
802,5035,AR,Crittenden County,1,12314,1649
803,40113,OK,Osage County,2,7139,5967
804,6079,CA,San Luis Obispo County,3,29345,9364
805,54107,WV,Wood County,3,14510,377
806,12087,FL,Monroe County,4,8801,9679
807,21209,KY,Scott County,2,5400,1381
808,48495,TX,Winkler County,6,1164,2178
809,44007,RI,Providence County,1,96214,1129
810,37005,NC,Alleghany County,9,2203,1162
811,48183,TX,Gregg County,3,20929,716
812,8039,CO,Elbert County,1,1516,4794
813,51179,VA,Stafford County,1,7935,725
814,46095,SD,Mellette County,9,676,3392
815,40073,OK,Kingfisher County,6,1605,2346
816,48197,TX,Hardeman County,7,692,1736
817,21111,KY,Jefferson County,1,111467,2911
818,54043,WV,Lincoln County,2,5101,27549
819,48005,TX,Angelina County,5,16085,2239
820,26019,MI,Benzie County,9,1876,2226
821,40103,OK,Noble County,6,1499,1082
822,30065,MT,Musselshell County,8,790,4846
823,51061,VA,Fauquier County,1,3978,1687
824,47029,TN,Cocke County,6,8448,1148
825,13151,GA,Henry County,1,21101,1023
826,13163,GA,Jefferson County,6,3867,2911
827,50017,VT,Orange County,9,2986,2455
828,48253,TX,Jones County,3,3138,2517
829,31019,NE,Buffalo County,5,5287,1838
830,28023,MS,Clarke County,9,3296,3244
831,12133,FL,Washington County,6,5026,8430
832,38057,ND,Mercer County,6,561,1090
833,38009,ND,Bottineau County,9,701,4397
834,35045,NM,San Juan County,3,19749,20547
835,19111,IA,Lee County,5,4643,3139
836,49027,UT,Millard County,7,1407,17684
837,48255,TX,Karnes County,6,2677,1952
838,45011,SC,Barnwell County,6,4789,1443
839,37129,NC,New Hanover County,2,37472,849
840,1119,AL,Sumter County,8,3933,2365
841,37123,NC,Montgomery County,6,5655,1313
842,51067,VA,Franklin County,2,7192,1877
843,27155,MN,Traverse County,9,414,1518
844,29181,MO,Ripley County,9,3776,1636
845,47099,TN,Lawrence County,6,7076,1860
846,46087,SD,McCook County,3,545,1495
847,21073,KY,Franklin County,4,6708,1877
848,17137,IL,Morgan County,4,4962,1552
849,53011,WA,Clark County,1,41909,20955
850,19125,IA,Marion County,6,2725,3093
851,15003,HI,Honolulu County,2,81341,5509
852,26147,MI,St. Clair County,1,21781,2167
853,47143,TN,Rhea County,6,5739,871
854,26155,MI,Shiawassee County,4,8106,1400
855,37145,NC,Person County,2,5962,1047
856,20135,KS,Ness County,9,325,2784
857,20189,KS,Stevens County,7,551,6580
858,48035,TX,Bosque County,6,2797,2597
859,40005,OK,Atoka County,7,2596,2564
860,51740,VA,Portsmouth city,1,16775,
861,35021,NM,Harding County,9,95,6935
862,54079,WV,Putnam County,2,6090,2142
863,36105,NY,Sullivan County,4,12240,2582
864,28061,MS,Jasper County,9,3748,2511
865,48033,TX,Borden County,9,67,2347
866,36075,NY,Oswego County,2,19549,3399
867,21141,KY,Logan County,6,4581,1108
868,13109,GA,Evans County,6,2500,484
869,23005,ME,Cumberland County,2,28431,3152
870,6113,CA,Yolo County,1,39303,2649.3
871,19193,IA,Woodbury County,3,13318,878
872,22015,LA,Bossier Parish,2,20555,2245
873,5007,AR,Benton County,2,23131,1759
874,39041,OH,Delaware County,1,9083,3802
875,18181,IN,White County,6,2571,2700
876,40059,OK,Harper County,9,388,2696
877,5115,AR,Pope County,5,10433,2152
878,8097,CO,Pitkin County,7,1227,2521
879,22101,LA,St. Mary Parish,4,11371,2898
880,8025,CO,Crowley County,8,1471,2073
881,23013,ME,Knox County,7,4376,2958
882,46097,SD,Miner County,8,272,1481
883,37061,NC,Duplin County,6,12418,2121
884,18153,IN,Sullivan County,3,2640,2582
885,19009,IA,Audubon County,8,616,1149
886,51141,VA,Patrick County,8,3151,1258
887,40091,OK,McIntosh County,6,4133,1488
888,48349,TX,Navarro County,4,8491,2813
889,21163,KY,Meade County,1,3716,9020
890,27171,MN,Wright County,1,6912,714
891,29137,MO,Monroe County,9,1298,9679
892,48235,TX,Irion County,3,125,2724
893,22013,LA,Bienville Parish,6,3171,2128
894,21085,KY,Grayson County,6,5585,2536
895,38037,ND,Grant County,8,367,11731
896,51113,VA,Madison County,8,1444,9331
897,19129,IA,Mills County,2,1276,1942
898,21049,KY,Clark County,2,5618,20955
899,51173,VA,Smyth County,6,5485,1171
900,13161,GA,Jeff Davis County,7,3508,5865
901,20195,KS,Trego County,9,309,2328
902,30003,MT,Big Horn County,6,3368,12998
903,5103,AR,Ouachita County,7,5849,1916
904,56017,WY,Hot Springs County,7,624,5196
905,39083,OH,Knox County,4,7294,2958
906,51171,VA,Shenandoah County,6,4592,1327
907,17177,IL,Stephenson County,4,6916,1463
908,36077,NY,Otsego County,6,8124,2597
909,23015,ME,Lincoln County,8,3818,27549
910,6115,CA,Yuba County,3,12288,1667.3
911,46125,SD,Turner County,3,752,751
912,48001,TX,Anderson County,5,9044,893
913,8009,CO,Baca County,9,702,6623
914,4017,AZ,Navajo County,4,30379,25795
915,12001,FL,Alachua County,3,55990,2510
916,21039,KY,Carlisle County,9,693,515
917,22089,LA,St. Charles Parish,1,6812,1062
918,20141,KS,Osborne County,9,501,2316
919,53035,WA,Kitsap County,3,25729,1466
920,8043,CO,Fremont County,4,6861,23998
921,21175,KY,Morgan County,7,3109,1552
922,36001,NY,Albany County,2,35585,11160
923,6029,CA,Kern County,2,190993,21138
924,37165,NC,Scotland County,6,9033,830
925,22021,LA,Caldwell Parish,8,2144,1400
926,37077,NC,Granville County,6,8403,1390
927,5147,AR,Woodruff County,9,1712,
928,19103,IA,Johnson County,3,23460,10812
929,19119,IA,Lyon County,8,840,5222
930,47013,TN,Campbell County,6,9398,12436
931,29189,MO,St. Louis County,1,90126,17767
932,21029,KY,Bullitt County,1,8144,778
933,12053,FL,Hernando County,1,27794,1526
934,23007,ME,Franklin County,6,4111,1877
935,32007,NV,Elko County,5,5329,44555
936,18115,IN,Ohio County,1,590,282
937,24001,MD,Allegany County,3,11090,1113
938,17147,IL,Piatt County,3,1115,1140
939,13199,GA,Meriwether County,1,4417,1309
940,19041,IA,Clay County,7,1457,571
941,42007,PA,Beaver County,1,15998,6714
942,40129,OK,Roger Mills County,9,469,2969
943,36121,NY,Wyoming County,6,3701,502
944,48065,TX,Carson County,3,519,2393
945,16009,ID,Benewah County,6,1624,2030
946,29123,MO,Madison County,7,2193,9331
947,19001,IA,Adair County,8,740,1494
948,51043,VA,Clarke County,1,1115,3244
949,39055,OH,Geauga County,1,5451,1057
950,18103,IN,Miami County,6,5100,1060
951,48021,TX,Bastrop County,1,10632,2320
952,48305,TX,Lynn County,6,1010,2314
953,51117,VA,Mecklenburg County,7,4759,1415
954,40011,OK,Blaine County,6,1682,6892
955,55061,WI,Kewaunee County,2,1526,2809
956,20193,KS,Thomas County,7,787,1430
957,41043,OR,Linn County,4,15975,5983
958,29021,MO,Buchanan County,3,14999,1305
959,8015,CO,Chaffee County,7,2009,2629
960,19177,IA,Van Buren County,9,1047,1876
961,53075,WA,Whitman County,4,11027,5641
962,26053,MI,Gogebic County,7,2809,3824
963,51069,VA,Frederick County,3,5677,1728
964,17075,IL,Iroquois County,6,3688,2896
965,12067,FL,Lafayette County,8,1609,1655
966,8077,CO,Mesa County,3,21922,8653
967,45071,SC,Newberry County,6,6967,1676
968,56013,WY,Fremont County,7,6616,23998
969,17133,IL,Monroe County,1,1599,9679
970,29133,MO,Mississippi County,7,3384,2382
971,46011,SD,Brookings County,7,4307,2084
972,20051,KS,Ellis County,5,3453,2465
973,48463,TX,Uvalde County,7,6761,4037
974,48383,TX,Reagan County,6,423,3044
975,26029,MI,Charlevoix County,7,2981,3602
976,20059,KS,Franklin County,1,2987,1877
977,37021,NC,Buncombe County,2,33631,1709
978,17087,IL,Johnson County,7,1594,10812
979,21221,KY,Trigg County,3,2046,1246
980,13129,GA,Gordon County,6,9020,927
981,17057,IL,Fulton County,6,4807,1385
982,30081,MT,Ravalli County,6,5773,6217
983,24009,MD,Calvert County,1,5282,
984,28133,MS,Sunflower County,5,7874,1832
985,26057,MI,Gratiot County,6,6742,1480
986,31179,NE,Wayne County,6,997,1741
987,19123,IA,Mahaska County,7,2640,1485
988,48311,TX,McMullen County,8,95,2959
989,16005,ID,Bannock County,3,13780,2972
990,37163,NC,Sampson County,6,12114,2454
991,21047,KY,Christian County,3,13938,1461
992,21133,KY,Letcher County,9,7113,878
993,8047,CO,Gilpin County,1,440,389
994,38017,ND,Cass County,3,18151,6253
995,47085,TN,Humphreys County,6,3318,1442
996,38051,ND,McIntosh County,9,309,1488
997,12079,FL,Madison County,6,5205,9331
998,19039,IA,Clarke County,6,1061,3244
999,6055,CA,Napa County,3,10958,2042
1000,17049,IL,Effingham County,7,3709,1250
1001,26007,MI,Alpena County,7,4365,4390
1002,47171,TN,Unicoi County,3,3006,483
1003,31035,NE,Clay County,9,681,571
1004,29097,MO,Jasper County,3,20301,2511
1005,26079,MI,Kalkaska County,7,2612,1478
1006,37113,NC,Macon County,7,5585,1345
1007,40109,OK,Oklahoma County,1,124834,1860
1008,1115,AL,St. Clair County,1,10352,2167
1009,26091,MI,Lenawee County,4,11641,1972
1010,19057,IA,Des Moines County,5,6300,1113
1011,42123,PA,Warren County,6,6007,2413
1012,16033,ID,Clark County,8,141,20955
1013,49047,UT,Uintah County,7,4094,11652
1014,6097,CA,Sonoma County,2,46604,
1015,48221,TX,Hood County,4,5754,1131
1016,37047,NC,Columbus County,6,13110,2470
1017,31007,NE,Banner County,9,100,1933
1018,13317,GA,Wilkes County,6,2213,757
1019,27135,MN,Roseau County,7,1204,4347
1020,24013,MD,Carroll County,1,8990,2570
1021,42101,PA,Philadelphia County,1,384148,143
1022,51670,VA,Hopewell city,1,4630,
1023,22085,LA,Sabine Parish,6,4352,2620
1024,16031,ID,Cassia County,7,3282,6683
1025,18033,IN,De Kalb County,4,3780,1645
1026,35043,NM,Sandoval County,2,20441,9620
1027,13087,GA,Decatur County,6,7716,893
1028,17117,IL,Macoupin County,1,5962,2247
1029,36095,NY,Schoharie County,2,3802,1622
1030,27017,MN,Carlton County,2,3469,2267
1031,48151,TX,Fisher County,8,597,2336
1032,29029,MO,Camden County,7,7385,1836
1033,21037,KY,Campbell County,1,11120,12436
1034,17063,IL,Grundy County,1,3936,1115
1035,27045,MN,Fillmore County,8,2535,2233
1036,16017,ID,Bonner County,6,6476,4972
1037,49037,UT,San Juan County,7,5138,20547
1038,34031,NJ,Passaic County,1,85671,510
1039,21023,KY,Bracken County,1,1386,541
1040,27099,MN,Mower County,4,5104,1843
1041,30101,MT,Toole County,7,712,5040
1042,51119,VA,Middlesex County,8,1469,2195
1043,56015,WY,Goshen County,7,1776,5781
1044,51121,VA,Montgomery County,3,18030,1313
1045,13119,GA,Franklin County,8,4614,1877
1046,13257,GA,Stephens County,7,5212,2308
1047,17001,IL,Adams County,5,8223,3548
1048,27019,MN,Carver County,1,4225,974
1049,17121,IL,Marion County,4,5891,3093
1050,30091,MT,Sheridan County,9,379,6545
1051,40077,OK,Latimer County,7,2062,1888
1052,27003,MN,Anoka County,1,23240,1156
1053,51103,VA,Lancaster County,9,1514,2548
1054,36019,NY,Clinton County,5,10701,2895
1055,17083,IL,Jersey County,1,2369,976
1056,28001,MS,Adams County,5,9045,3548
1057,13205,GA,Mitchell County,6,6032,575
1058,48107,TX,Crosby County,3,1425,2335
1059,48333,TX,Mills County,9,750,1942
1060,25001,MA,Barnstable County,3,15972,3382
1061,42015,PA,Bradford County,6,6904,3007
1062,38081,ND,Sargent County,9,296,2246
1063,31133,NE,Pawnee County,9,400,1121
1064,19147,IA,Palo Alto County,7,899,1475
1065,13301,GA,Warren County,8,1511,2413
1066,48199,TX,Hardin County,2,6001,1544
1067,1099,AL,Monroe County,7,5472,9679
1068,19151,IA,Pocahontas County,9,792,2439
1069,18057,IN,Hamilton County,1,14927,4682
1070,48397,TX,Rockwall County,1,4845,385
1071,28055,MS,Issaquena County,9,409,1406
1072,46005,SD,Beadle County,7,2484,3276
1073,28093,MS,Marshall County,1,7772,1614
1074,41051,OR,Multnomah County,1,111262,1206
1075,51139,VA,Page County,6,3833,813
1076,28073,MS,Lamar County,3,7614,2415
1077,45061,SC,Lee County,6,4443,3139
1078,46003,SD,Aurora County,9,275,1845
1079,27137,MN,St. Louis County,2,28177,17767
1080,31059,NE,Fillmore County,9,540,2233
1081,34019,NJ,Hunterdon County,1,5431,1134
1082,42013,PA,Blair County,3,16430,1365
1083,48473,TX,Waller County,1,7591,1343
1084,30099,MT,Teton County,8,824,10934
1085,8115,CO,Sedgwick County,9,352,2614
1086,53029,WA,Island County,4,7577,1340
1087,31093,NE,Howard County,9,663,657
1088,20153,KS,Rawlins County,9,310,2771
1089,27011,MN,Big Stone County,9,584,1367
1090,30041,MT,Hill County,7,3140,7553
1091,24043,MD,Washington County,3,18771,8430
1092,12071,FL,Lee County,2,91333,3139
1093,27147,MN,Steele County,5,3315,1119
1094,17109,IL,McDonough County,5,5470,1528
1095,47145,TN,Roane County,4,7416,1253
1096,40083,OK,Logan County,1,6510,1108
1097,17161,IL,Rock Island County,2,21769,1168
1098,27139,MN,Scott County,1,7784,1381
1099,47125,TN,Montgomery County,3,24640,1313
1100,51057,VA,Essex County,8,1439,4964
1101,54085,WV,Ritchie County,8,1764,1175
1102,47129,TN,Morgan County,6,4368,1552
1103,51143,VA,Pittsylvania County,3,8211,2533
1104,51045,VA,Craig County,2,648,856
1105,19007,IA,Appanoose County,7,2304,1337
1106,51013,VA,Arlington County,1,17151,67
1107,5069,AR,Jefferson County,3,15094,2911
1108,19011,IA,Benton County,3,1975,1759
1109,45049,SC,Hampton County,6,4104,1457
1110,40013,OK,Bryan County,6,7519,2443
1111,18047,IN,Franklin County,1,2414,1877
1112,41003,OR,Benton County,3,15546,1759
1113,51590,VA,Danville city,3,9003,
1114,31073,NE,Gosper County,9,189,1198
1115,55025,WI,Dane County,2,56594,3207
1116,17059,IL,Gallatin County,8,1061,6816
1117,13051,GA,Chatham County,2,45636,1638
1118,48067,TX,Cass County,6,5206,6253
1119,51036,VA,Charles City County,1,877,529
1120,24003,MD,Anne Arundel County,1,38816,1523
1121,31165,NE,Sioux County,9,192,5354
1122,34003,NJ,Bergen County,1,63789,639
1123,13235,GA,Pulaski County,6,2505,2092
1124,12057,FL,Hillsborough County,1,203350,2311
1125,46047,SD,Fall River County,7,862,4530
1126,46045,SD,Edmunds County,9,377,2981
1127,18183,IN,Whitley County,2,2954,445
1128,30057,MT,Madison County,9,877,9331
1129,9001,CT,Fairfield County,2,79966,2168
1130,36031,NY,Essex County,6,4532,4964
1131,17151,IL,Pope County,9,720,2152
1132,35027,NM,Lincoln County,7,3500,27549
1133,30045,MT,Judith Basin County,8,259,4845
1134,29221,MO,Washington County,1,5186,8430
1135,30053,MT,Lincoln County,7,3550,27549
1136,2185,AK,North Slope Borough,7,1132,245435
1137,45021,SC,Cherokee County,4,10318,1209
1138,20119,KS,Meade County,9,444,9020
1139,20159,KS,Rice County,7,1167,1337
1140,19117,IA,Lucas County,6,1268,1543
1141,29001,MO,Adair County,7,5343,1494
1142,48281,TX,Lampasas County,2,2793,1849
1143,48503,TX,Young County,6,2599,2411
1144,28025,MS,Clay County,7,4657,571
1145,8101,CO,Pueblo County,3,32053,6210
1146,37199,NC,Yancey County,8,3350,313
1147,26021,MI,Berrien County,3,25215,4096
1148,17031,IL,Cook County,1,770091,4235
1149,55069,WI,Lincoln County,6,2712,27549
1150,20069,KS,Gray County,9,487,2407
1151,37139,NC,Pasquotank County,7,6395,750
1152,35041,NM,Roosevelt County,7,4006,6137
1153,21225,KY,Union County,6,2723,5280
1154,21203,KY,Rockcastle County,7,3991,824
1155,46137,SD,Ziebach County,9,1223,1971
1156,51820,VA,Waynesboro city,4,3167,
1157,19077,IA,Guthrie County,2,1036,1536
1158,48135,TX,Ector County,3,21548,2335
1159,21027,KY,Breckinridge County,8,3386,1517
1160,42049,PA,Erie County,2,41331,3178
1161,1037,AL,Coosa County,8,1801,1726
1162,45087,SC,Union County,6,5756,5280
1163,22037,LA,East Feliciana Parish,2,3459,1180
1164,27073,MN,Lac qui Parle County,9,635,2015
1165,35053,NM,Socorro County,6,4181,17220
1166,48071,TX,Chambers County,1,3646,2258
1167,37087,NC,Haywood County,2,9545,1436
1168,55051,WI,Iron County,9,809,8552
1169,36021,NY,Columbia County,6,7519,1783
1170,54109,WV,Wyoming County,7,5155,502
1171,39161,OH,Van Wert County,6,2489,1063
1172,29065,MO,Dent County,7,2995,1954
1173,21045,KY,Casey County,9,4260,1154
1174,12091,FL,Okaloosa County,3,21032,2802
1175,48321,TX,Matagorda County,4,6392,4174
1176,51760,VA,Richmond city,1,55062,161.821914
1177,40131,OK,Rogers County,2,8185,1843
1178,26001,MI,Alcona County,9,1657,4637
1179,28039,MS,George County,3,3714,1253
1180,31185,NE,York County,7,1357,1270
1181,12061,FL,Indian River County,3,18518,1598
1182,20209,KS,Wyandotte County,1,31432,403
1183,28015,MS,Carroll County,9,1719,2570
1184,37029,NC,Camden County,8,902,1836
1185,28147,MS,Walthall County,9,3476,404
1186,26077,MI,Kalamazoo County,2,42141,1503
1187,5015,AR,Carroll County,6,4684,2570
1188,39139,OH,Richland County,3,17904,1999
1189,38049,ND,McHenry County,9,641,1563
1190,32023,NV,Nye County,6,6724,47031
1191,2188,AK,Northwest Arctic Borough,7,2114,105573
1192,40079,OK,Le Flore County,2,10398,4165
1193,17159,IL,Richland County,7,2235,1999
1194,21055,KY,Crittenden County,6,1660,1649
1195,5045,AR,Faulkner County,2,18782,1720
1196,50027,VT,Windsor County,7,5479,
1197,45051,SC,Horry County,3,47767,3250
1198,20019,KS,Chautauqua County,9,574,3885
1199,38059,ND,Morton County,3,2679,5038
1200,9009,CT,New Haven County,2,94687,2233
1201,13003,GA,Atkinson County,9,2176,891
1202,38091,ND,Steele County,8,162,1119
1203,40093,OK,Major County,9,925,2481
1204,39043,OH,Erie County,3,9171,3178
1205,13091,GA,Dodge County,7,4730,2349
1206,13229,GA,Pierce County,6,3282,4679
1207,32001,NV,Churchill County,6,3371,13010
1208,24045,MD,Wicomico County,3,17634,
1209,48229,TX,Hudspeth County,8,848,11841
1210,42133,PA,York County,2,42508,1270
1211,27169,MN,Winona County,4,5416,642
1212,28095,MS,Monroe County,7,6869,9679
1213,8071,CO,Las Animas County,7,2869,12368
1214,13219,GA,Oconee County,3,2480,1745
1215,27109,MN,Olmsted County,3,13027,1695
1216,17203,IL,Woodford County,2,2515,543
1217,28129,MS,Smith County,8,2990,2459
1218,48225,TX,Houston County,7,4437,3203
1219,47097,TN,Lauderdale County,6,6025,1862
1220,27031,MN,Cook County,9,526,4235
1221,45005,SC,Allendale County,6,3013,1069
1222,48301,TX,Loving County,9,15,1753
1223,21143,KY,Lyon County,8,1152,5222
1224,5025,AR,Cleveland County,3,1295,1214
1225,21075,KY,Fulton County,7,1712,1385
1226,56025,WY,Natrona County,3,8244,13923
1227,8083,CO,Montezuma County,6,4031,5284
1228,56021,WY,Laramie County,3,9697,6961
1229,47049,TN,Fentress County,9,3812,1292
1230,20173,KS,Sedgwick County,2,75334,2614
1231,26107,MI,Mecosta County,6,8248,1479
1232,48413,TX,Schleicher County,8,503,3395
1233,34023,NJ,Middlesex County,1,69642,2195
1234,5099,AR,Nevada County,7,1680,2524
1235,9003,CT,Hartford County,1,95010,1944
1236,55078,WI,Menominee County,8,1214,3465
1237,48309,TX,McLennan County,3,44099,2746
1238,42001,PA,Adams County,4,9218,3548
1239,48091,TX,Comal County,1,11496,1488
1240,45075,SC,Orangeburg County,4,19239,2922
1241,29081,MO,Harrison County,7,1520,2528
1242,16061,ID,Lewis County,8,611,6310
1243,51095,VA,James City County,1,4739,465
1244,48351,TX,Newton County,8,3023,2132
1245,48459,TX,Upshur County,3,6235,919
1246,29199,MO,Scotland County,9,778,830
1247,41001,OR,Baker County,7,2762,7999
1248,19121,IA,Madison County,2,1218,9331
1249,28009,MS,Benton County,8,2064,1759
1250,8059,CO,Jefferson County,1,39397,2911
1251,17081,IL,Jefferson County,7,5697,2911
1252,21093,KY,Hardin County,3,14306,1544
1253,8093,CO,Park County,1,1572,18044
1254,45017,SC,Calhoun County,2,2370,1861
1255,8121,CO,Washington County,9,674,8430
1256,36057,NY,Montgomery County,4,9610,1313
1257,38043,ND,Kidder County,8,303,3712
1258,48177,TX,Gonzales County,6,3519,2771
1259,29177,MO,Ray County,1,2453,1486
1260,1131,AL,Wilcox County,8,3466,2350
1261,49041,UT,Sevier County,7,2907,4968
1262,20017,KS,Chase County,8,287,2015
